procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 106980 3710216 383740 2760584    0    0     0     0  248  505  1  1 99  0  0
 1  0 106980 3710216 383740 2760584    0    0     0    70  255  521  1  1 99  1  0
 1  0 106980 3710216 383740 2760596    0    0     0    14  268  570  1  1 98  0  0
 1  0 106980 3710188 383740 2760612    0    0     0     4  266  547  1  0 99  0  0
 0  2 106980 3710092 383740 2760640    0    0     0   106  308  612  1  0 83 16  0
 0  0 106980 3708480 383740 2760660    0    0     0     2  323  633  4  0 82 14  0
 0  0 106980 3708232 383740 2760660    0    0     0    44  274  535  1  0 99  0  0
 0  0 106980 3710464 383740 2760556    0    0     0    50  286  580  2  1 96  2  0
 1  0 106980 3710440 383740 2760556    0    0     0    12  286  557  0  1 98  0  0
 0  0 106980 3710464 383740 2760592    0    0     0    12  297  583  1  1 99  0  0
 0  0 106980 3710216 383740 2760592    0    0     0    68  275  566  1  0 98  0  0
 0  0 106980 3710216 383740 2760648    0    0     0    46  274  559  1  1 74 25  0
 0  0 106980 3710184 383740 2760544    0    0     0    76  275  551  1  1 96  1  0
 0  0 106980 3710216 383740 2760560    0    0     0     0  258  531  1  0 99  0  0
 0  0 106980 3710340 383740 2760572    0    0     0     8  274  567  1  1 99  0  0
 0  0 106980 3710340 383740 2760572    0    0     0    38  258  525  1  1 99  0  0
 0  0 106980 3710340 383740 2760572    0    0     0   110  250  511  1  0 99  0  0
 0  0 106980 3710240 383740 2760504    0    0     0    18  263  553  1  1 98  0  0
 0  0 106980 3710292 383740 2760508    0    0     0    86  256  555  0  1 99  1  0
 0  0 106980 3710216 383740 2760524    0    0     0    22  253  521  1  1 99  0  0
 0  0 106980 3710092 383740 2760552    0    0     0     0  256  523  3  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3708356 383740 2760552    0    0     0    64  249  531  2  0 98  0  0
 0  0 106980 3710436 383740 2760468    0    0     0    16  271  582  2  2 97  0  0
 1  0 106980 3710436 383740 2760560    0    0     0     4  263  538  2  1 98  0  0
 0  0 106980 3710340 383740 2760536    0    0     0   110  268  533  1  1 98  2  0
 0  0 106980 3710092 383740 2760536    0    0     0    36  250  514  1  0 95  5  0
 3  0 106980 3709968 383740 2760540    0    0     0     4  248  516  0  0 100  0  0
 0  0 106980 3710216 383740 2760552    0    0     0    82  256  547  2  1 98  0  0
 0  0 106980 3710160 383740 2760556    0    0     0    16  260  519  1  1 98  0  0
 0  0 106980 3710216 383740 2760572    0    0     0    26  268  513  1  1 99  0  0
 0  0 106980 3710216 383740 2760572    0    0     0    36  246  521  1  0 99  0  0
 3  0 106980 3710060 383740 2760572    0    0     0     0  248  512  1  1 99  0  0
 0  0 106980 3710204 383740 2760584    0    0     0    20  281  587  1  2 98  0  0
 0  0 106980 3710192 383740 2760584    0    0     0    72  269  557  1  0 98  0  0
 0  0 106980 3710216 383740 2760620    0    0     0    94  266  522  1  0 99  0  0
 0  0 106980 3709596 383740 2760648    0    0     0     8  286  598  3  1 96  0  0
 2  0 106980 3708200 383740 2760720    0    0     0    70  295  593  2  1 97  0  0
 0  0 106980 3710216 383740 2760740    0    0     0     2  253  531  1  1 99  0  0
 1  0 106980 3710216 383740 2760740    0    0     0     0  242  514  0  0 100  0  0
 0  0 106980 3710216 383740 2760740    0    0     0   456  251  509  0  0 99  0  0
 0  0 106980 3710216 383740 2760740    0    0     0     2  244  505  0  0 100  0  0
 0  0 106980 3710336 383740 2760572    0    0     0    86  269  565  1  1 97  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3710284 383740 2760580    0    0     0     6  249  510  1  1 99  0  0
 0  0 106980 3710216 383740 2760596    0    0     0     8  262  514  1  1 99  0  0
 0  0 106980 3710092 383740 2760604    0    0     0    68  251  551  2  0 98  1  0
 0  0 106980 3710092 383740 2760604    0    0     0     2  240  503  1  1 99  0  0
 0  0 106980 3710072 383740 2760604    0    0     0     2  249  524  1  0 99  0  0
 0  0 106980 3710092 383740 2760616    0    0     0    52  251  527  1  1 97  1  0
 0  0 106980 3710168 383740 2760620    0    0     0    16  252  539  1  1 99  0  0
 2  0 106980 3709884 383740 2760680    0    0     0    46  259  548  2  0 98  0  0
 0  0 106980 3709348 383740 2760732    0    0     0    76  256  552  3  0 95  2  0
 0  0 106980 3709224 383740 2760760    0    0     0   112  251  526  0  1 98  1  0
 0  0 106980 3710216 383740 2760772    0    0     0     6  254  538  1  1 95  3  0
 0  0 106980 3710040 383740 2760776    0    0     0    62  250  538  1  1 99  0  0
 1  0 106980 3710092 383740 2760792    0    0     0    10  247  530  1  1 99  0  0
 0  0 106980 3709844 383740 2760792    0    0     0     0  241  503  0  0 100  0  0
 0  0 106980 3709720 383740 2760792    0    0     0   396  251  535  1  1 99  0  0
 0  0 106980 3710092 383740 2760684    0    0     0    34  258  524  1  1 97  0  0
 0  0 106980 3710092 383740 2760684    0    0     0     6  252  525  1  0 99  0  0
 1  0 106980 3710092 383740 2760700    0    0     0    68  257  517  1  1 99  0  0
 0  0 106980 3710092 383740 2760700    0    0     0     0  240  503  1  0 99  0  0
 0  0 106980 3709964 383740 2760700    0    0     0     2  256  542  1  1 99  0  0
 0  0 106980 3710092 383740 2760716    0    0     0    54  280  570  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 106980 3710060 383740 2760788    0    0     0    20  277  573  1  0 99  0  0
 0  0 106980 3709348 383740 2760788    0    0     0    14  268  560  2  1 98  0  0
 0  0 106980 3709348 383740 2760808    0    0     0    76  275  533  3  1 95  1  0
 0  0 106980 3708480 383740 2760832    0    0     0    62  282  567  1  0 99  0  0
 0  0 106980 3708852 383740 2760856    0    0     0     6  253  548  1  1 98  0  0
 0  0 106980 3709904 383740 2760860    0    0     0    58  253  542  1  1 99  0  0
 0  0 106980 3709968 383740 2760876    0    0     0    84  248  517  1  1 99  0  0
 0  0 106980 3709844 383740 2760876    0    0     0     2  241  517  1  0 99  0  0
 0  0 106980 3709808 383740 2760880    0    0     0    44  255  540  0  1 99  0  0
 0  0 106980 3709788 383740 2760888    0    0     0     4  246  519  1  1 99  0  0
 0  0 106980 3709844 383740 2760908    0    0     0    58  248  520  0  1 99  0  0
 0  0 106980 3709968 383740 2760788    0    0     0   412  263  561  1  1 98  0  0
 0  0 106980 3709968 383740 2760788    0    0     0     2  246  507  1  0 99  0  0
 0  0 106980 3709908 383740 2760808    0    0     0    76  266  559  1  1 98  1  0
 0  0 106980 3709968 383740 2760864    0    0     0     4  255  521  1  1 99  0  0
 0  0 106980 3709968 383740 2760864    0    0     0     6  261  545  1  0 99  0  0
 0  0 106980 3709968 383740 2760788    0    0     0   106  231  511  1  1 99  0  0
 0  0 106980 3709968 383740 2760812    0    0     0     0  243  511  3  1 97  0  0
 0  0 106980 3709720 383740 2760812    0    0     0    68  255  553  1  1 99  0  0
 0  0 106980 3709968 383740 2760864    0    0     0     6  244  522  1  1 99  0  0
 0  0 106980 3710068 383740 2760868    0    0     0     4  260  554  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3709844 383740 2760884    0    0     0    92  258  553  0  1 98  1  0
 0  0 106980 3709844 383740 2760884    0    0     0     0  235  491  1  0 99  0  0
 0  0 106980 3709716 383740 2760884    0    0     0    94  254  536  1  0 99  0  0
 0  0 106980 3709844 383740 2760896    0    0     0    68  248  518  1  1 98  0  0
 0  0 106980 3709796 383740 2760896    0    0     0     6  254  521  1  1 99  0  0
 0  0 106980 3709844 383740 2760912    0    0     0    52  270  546  1  1 99  0  0
 0  0 106980 3709844 383740 2760984    0    0     0    12  288  575  1  1 98  0  0
 0  0 106980 3709808 383740 2760984    0    0     0   380  250  533  1  0 99  0  0
 0  0 106980 3709844 383740 2760996    0    0     0    62  264  530  1  1 99  0  0
 0  0 106980 3709996 383740 2760860    0    0     0    14  278  554  2  1 98  0  0
 0  0 106980 3709968 383740 2760852    0    0     0     6  272  534  1  0 99  0  0
 0  0 106980 3709968 383740 2760852    0    0     0    84  277  556  3  0 97  1  0
 0  0 106980 3708728 383740 2760804    0    0     0    90  299  605  1  1 98  0  0
 0  0 106980 3708480 383740 2760796    0    0     0     8  323  678  2  0 98  0  0
 1  0 106980 3708356 383740 2760796    0    0     0    72  320  659  1  1 99  0  0
 0  0 106980 3708356 383740 2760796    0    0     0     8  322  652  1  1 99  0  0
 0  0 106980 3708356 383740 2760796    0    0     0     2  318  651  1  1 99  0  0
 0  0 106980 3710212 383740 2760804    0    0     0    60  324  682  1  1 98  0  0
 0  0 106980 3710200 383740 2760808    0    0     0     4  318  645  0  1 99  0  0
 0  0 106980 3710056 383740 2760840    0    0     0    10  317  670  2  1 98  0  0
 0  0 106980 3709968 383740 2760892    0    0     0   128  336  679  1  1 98  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3709968 383740 2760904    0    0     0     6  320  656  1  1 98  0  0
 0  0 106980 3705504 383740 2760904    0    0     0    12  325  678  1  1 98  0  0
 0  0 106980 3709596 383740 2760916    0    0     0    52  325  656  1  1 98  0  0
 0  0 106980 3709744 383740 2760832    0    0     0     8  317  640  2  1 97  0  0
 0  0 106980 3709440 383740 2760828    0    0     0    10  279  550  1  1 99  0  0
 0  0 106980 3709472 383740 2760828    0    0     0    80  273  536  2  0 98  0  0
 0  0 106980 3708584 383740 2760852    0    0     0    12  275  559  1  1 98  0  0
 0  0 106980 3709596 383740 2760864    0    0     0     6  268  544  0  1 99  0  0
 0  0 106980 3709416 383740 2760888    0    0     0    60  278  568  1  1 98  0  0
 0  0 106980 3707364 383740 2760904    0    0     0    42  288  587  3  0 98  0  0
 0  0 106980 3707364 383740 2760904    0    0     0     0  256  515  0  1 99  0  0
 0  0 106980 3707240 383740 2760904    0    0     0    62  273  588  1  0 98  0  0
 0  0 106980 3709720 383740 2760984    0    0     0    40  252  527  1  0 99  0  0
 0  0 106980 3709736 383740 2760988    0    0     0     4  257  525  0  1 99  0  0
 0  0 106980 3709720 383740 2761004    0    0     0    70  248  524  1  1 99  0  0
 0  0 106980 3709720 383740 2761004    0    0     0     0  270  552  1  0 99  0  0
 0  1 106980 3709720 383740 2761004    0    0     0   112  245  510  1  0 98  2  0
 0  1 106980 3709720 383740 2761004    0    0     0     0  242  503  0  0  0 99  0
 0  0 106980 3709828 383740 2761028    0    0     0   442 1100 2233  1  0 23 76  0
 0  0 106980 3709828 383740 2761056    0    0     0     6  275  546  1  1 99  0  0
 1  0 106980 3708836 383740 2760968    0    0     0   104  276  569  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3707720 383740 2760968    0    0     0     0  268  546  1  1 98  0  0
 0  0 106980 3710076 383740 2760912    0    0     0    16  286  580  2  1 97  0  0
 0  0 106980 3709952 383740 2760916    0    0     0    74  272  560  1  1 98  1  0
 0  0 106980 3709952 383740 2760940    0    0     0     4  264  531  1  0 99  0  0
 0  0 106980 3709952 383740 2760940    0    0     0    32  279  542  1  1 99  0  0
 1  0 106980 3709828 383740 2760952    0    0     0    94  276  564  1  1 98  0  0
 0  0 106980 3709828 383740 2760952    0    0     0     0  259  522  1  1 99  0  0
 0  0 106980 3709704 383740 2760956    0    0     0     4  269  538  1  1 98  0  0
 2  0 106980 3709828 383740 2760964    0    0     0    50  263  545  1  1 99  0  0
 0  0 106980 3709704 383740 2760984    0    0     0     6  273  545  1  1 99  0  0
 0  0 106980 3709704 383740 2760984    0    0     0     0  265  533  1  0 99  0  0
 1  0 106980 3709704 383740 2760984    0    0     0    44  273  528  2  0 97  1  0
 0  0 106980 3709084 383740 2760984    0    0     0    12  281  577  1  1 98  0  0
 0  0 106980 3709828 383740 2761016    0    0     0     6  265  548  1  1 98  0  0
 0  0 106980 3709828 383740 2761056    0    0     0   254  291  581  1  1 98  0  0
 0  0 106980 3708836 383740 2761076    0    0     0    10  284  559  1  1 99  0  0
 0  0 106980 3707224 383740 2761076    0    0     0   500  271  549  2  0 98  1  0
 0  0 106980 3707100 383740 2761080    0    0     0    28  273  560  1  1 99  0  0
 0  0 106980 3709828 383740 2761020    0    0     0     6  274  547  2  0 98  0  0
 0  0 106980 3709828 383740 2761040    0    0     0    68  265  532  0  2 99  0  0
 0  0 106980 3709704 383740 2761040    0    0     0     2  248  514  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3709704 383740 2761040    0    0     0    20  242  499  1  0 99  0  0
 0  0 106980 3709580 383740 2761044    0    0     0    40  246  535  1  1 99  0  0
 0  0 106980 3709704 383740 2761052    0    0     0     6  254  526  0  1 99  0  0
 0  0 106980 3709704 383740 2761072    0    0     0    12  280  594  1  1 99  0  0
 0  0 106980 3709704 383740 2761072    0    0     0    48  254  514  0  0 99  1  0
 0  0 106980 3709580 383740 2761072    0    0     0     4  275  526  3  1 97  0  0
 0  0 106980 3709456 383740 2761076    0    0     0    12  284  570  0  1 99  0  0
 0  0 106980 3709952 383740 2761020    0    0     0   112  285  590  1  1 98  0  0
 0  0 106980 3709704 383740 2761100    0    0     0    22  309  623  1  1 98  0  0
 0  0 106980 3708960 383740 2761120    0    0     0     0  269  549  1  0 99  0  0
 0  0 106980 3707224 383740 2761120    0    0     0   144  269  552  1  1 98  0  0
 0  0 106980 3709704 383740 2761124    0    0     0    36  268  554  1  1 94  5  0
 0  0 106980 3709704 383740 2761144    0    0     0     8  269  538  1  1 99  0  0
 2  0 106980 3709580 383740 2761144    0    0     0   494  289  556  1  1 98  1  0
 0  0 106980 3709704 383740 2760984    0    0     0     8  278  564  2  1 98  0  0
 0  0 106980 3709704 383740 2760984    0    0     0     0  257  524  1  0 99  0  0
 0  0 106980 3709704 383740 2760988    0    0     0    66  267  545  1  1 99  0  0
 0  0 106980 3709828 383740 2760996    0    0     0     6  275  543  1  0 99  0  0
 0  0 106980 3709828 383740 2761012    0    0     0    18  277  550  1  1 98  0  0
 0  0 106980 3709828 383740 2761012    0    0     0    52  265  534  0  0 100  0  0
 0  0 106980 3709704 383740 2761032    0    0     0     2  271  540  3  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 106980 3709704 383740 2761088    0    0     0    14  277  564  2  1 98  0  0
 0  0 106980 3709704 383740 2761096    0    0     0    84  275  554  1  1 98  1  0
 0  0 106980 3709704 383740 2761136    0    0     0    64  280  572  1  1 99  0  0
 0  0 106980 3708712 383740 2761164    0    0     0    10  287  570  1  1 98  0  0
 0  0 106980 3706976 383740 2761164    0    0     0    60  276  553  1  0 99  0  0
 0  0 106980 3706852 383740 2761168    0    0     0    30  273  548  1  0 99  0  0
 0  0 106980 3709704 383740 2761176    0    0     0     6  265  536  0  1 99  0  0
 0  0 106980 3709828 383740 2761196    0    0     0    84  288  559  1  1 99  0  0
 0  0 106980 3709580 383740 2761196    0    0     0     2  266  535  1  1 99  0  0
 0  0 106980 3709580 383740 2761196    0    0     0   522  277  527  0  0 99  1  0
 0  0 106980 3709456 383740 2761196    0    0     0     2  272  552  1  1 99  0  0
 0  0 106980 3709704 383740 2761080    0    0     0     6  288  566  1  2 97  0  0
 0  0 106980 3709828 383740 2760984    0    0     0    74  281  556  1  1 99  0  0
 0  0 106980 3709704 383740 2761056    0    0     0    10  292  575  1  1 98  0  0
 0  0 106980 3709704 383740 2761056    0    0     0     6  253  522  2  0 98  0  0
